33,-86
33,-86
33,-86
33,-86
34,-86
35,-85
35,-85
35,-85
36,-85
36,-85
37,-85
37,-85
37,-85
37,-85
37,-85
37,-84
37,-84
37,-83
37,-83
37,-83
38,-82
38,-82
38,-81
38,-81
38,-81
38,-81
38,-81
38,-81
38,-82
37,-83
37,-84
36,-85
36,-86
35,-87
35,-89
35,-90
34,-91
34,-91
34,-92
34,-93
33,-94
33,-95
32,-96
32,-96
32,-97
32,-97
31,-98
31,-98
30,-99
28,-100
27,-100
26,-100
25,-100
24,-100
21,-99
20,-98
17,-97
16,-95
15,-92
14,-91
14,-89
13,-87
12,-85
12,-84
12,-81
12,-79
12,-78
12,-76
12,-74
12,-73
12,-71
12,-69
12,-68
12,-66
12,-64
11,-62
10,-61
9,-58
9,-56
8,-55
7,-52
6,-50
4,-46
3,-43
2,-39
0,-36
-1,-33
-2,-31
-3,-27
-3,-25
-5,-21
-7,-18
-9,-15
-11,-13
-13,-10
-15,-9
-18,-6
-21,-4
-23.5,-3.5
-26,-3
-28,-2
-31,1
-34,3
-38,4
-41,6
-44,8
-47,9
-50,10
-52.5,11
-55,12
-58,13
-62,14
-64.5,14.5
-67,15
-70,15
-74,15
-77.5,15
-81,15
-84,15
-87,15
-91,15
-93.5,15
-96,15
-98,15
-102,15
-106,15
-108.5,15
-111,15
-115,15
-119,15
-122,15
-126,15
-130,15
-133,15
-135,15
-138,15
-141,15
-143,15
-144,15
-146,15
-149,15
-152,15
-156,15
-157,15
-158,16
-161,16
-163,16
-165,16
-166,16
-167,16
-168,15
-170,14
-171,12
-172,10
-173,9
-174,7
-175,5
-176,3
-177,2
-178,1
-179,-1
-179,-2
-180,-3
-180,-4
-181,-5
-181,-6
-182,-7
-183,-8
-184,-9
-184,-9
-184,-9
-184,-9
-184,-9
-184,-8
-184,-6
-183,-5
-183,-3
-182,-2
-182,-1
-181,1
-180,2
-179,3
-178,4
-176,5
-174,6
-173,6
-171,7
-169,8
-168,8
-166,8
-163,9
-162,9
-160,9
-157,9
-156,9
-155,9
-153,9
-151,9
-150,9
-148,9
-146,9
-144,10
-142,10
-140,10
-138,10
-137,10
-136,10
-135,10
-135,9
-134,9
-134,9
-134,8
-134,7
-134,5
-134,3
-135,3
-135,0
-136,-1
-136,-3
-136,-4
-136,-5
-137,-7
-137,-9
-137,-9
-137,-10
-137,-11
-137,-13
-137,-14
-137,-15
-137,-15
-137,-17
-137,-18
-137,-19
-137,-20
-137,-21
-137,-21
-137,-22
-137,-23
-138,-24
-138,-25
-138,-26
-138,-26
-138,-27
-138,-27
-138,-28
-138,-29
-139,-30
-139,-32
-140,-32
-140,-33
-141,-34
-141,-35
-142,-36
-142,-37
-143,-38
-144,-38
-144,-39
-145,-40
-146,-41
-147,-41
-148,-42
-149,-42
-150,-42
-150,-43
-151,-43
-151,-43
-152,-43
-153,-43
-155,-43
-156,-42
-157,-41
-159,-40
-160,-39
-161,-38
-162,-37
-162,-35
-162,-34
-162,-33
-162,-32
-162,-31
-162,-29
-162,-27
-162,-26
-162,-25
-161,-24
-161,-22
-160,-21
-159,-21
-159,-19
-158,-18
-157,-17
-157,-15
-156,-15
-156,-14
-155,-13
-154,-12
-153,-10
-151,-9
-150,-9
-149,-8
-147,-7
-145,-6
-144,-5
-144,-4
-143,-3
-141,-3
-139,-3
-138,-2
-136,-1
-134,-1
-132,0
-130,1
-128,1
-126,1
-125,2
-123,2
-121,2
-120,2
-119,2
-117,2
-115,2
-115,2
-113,2
-112,2
-111,2
-109,2
-109,2
-108,2
-107,2
-106,1
-105,1
-104,0
-103,0
-103,-1
-103,-2
-103,-3
-103,-3
-102,-4
-102,-5
-102,-6
-102,-7
-102,-8
-102,-9
-102,-9
-102,-10
-102,-11
-102,-12
-102,-13
-102,-15
-102,-15
-102,-16
-102,-17
-102,-18
-102,-19
-102,-20
-102,-21
-102,-21
-102,-21
-102,-22
-102,-23
-102,-23
-102,-24
-102,-25
-102,-26
-102,-26
-103,-26
-103,-27
-103,-28
-103,-29
-103,-30
-103,-30
-103,-31
-103,-32
-103,-32
-103,-33
-103,-35
-103,-36
-103,-37
-103,-38
-103,-38
-103,-39
-103,-40
-103,-41
-104,-43
-104,-44
-104,-44
-104,-45
-104,-46
-104,-47
-104,-47
-105,-48
-105,-48
-105,-48
-105,-48
-105,-48
-105,-48
-104,-47
-104,-46
-104,-44
-104,-43
-104,-42
-104,-40
-104,-38
-104,-38
-104,-38
-104,-37
-104,-36
-104,-35
-104,-33
-104,-32
-104,-32
-104,-30
-104,-28
-104,-27
-104,-26
-104,-24
-104,-22
-104,-20
-104,-17
-104,-15
-104,-14
-104,-13
-104,-11
-104,-9
-104,-8
-104,-6
-104,-5
-104,-3
-104,-2
-104,-1
-104,1
-104,3
-104,5
-104,7
-104,9
-104,11
-104,12
-105,12
-105,12
-105,12
-105,12
-105,12
-105,11
-106,10
-107,9
-108,7
-109,5
-109,3
-109,2
-110,0
-110,-2
-110,-3
-111,-4
-111,-6
-112,-7
-112,-9
-113,-9
-113,-10
-113,-11
-114,-12
-114,-13
-115,-14
-115,-15
-115,-16
-116,-17
-116,-18
-117,-20
-118,-21
-119,-22
-120,-23
-121,-25
-121,-26
-122,-26
-123,-27
-124,-28
-124,-29
-125,-31
-126,-32
-126,-32
-127,-33
-127,-34
-128,-35
-129,-36
-130,-37
-131,-38
-132,-39
-132,-40
-133,-41
-134,-42
-135,-43
-136,-44
-137,-44
-138,-45
-138,-46
-138,-47
-139,-47
-139,-48
-140,-49
-141,-49
-142,-50
-143,-50
-144,-50
-144,-50
-144,-51
-145,-51
-146,-51
-146,-51
-146,-51
-146,-51
-146,-50
-147,-50
-147,-47
-147,-46
-147,-44
-147,-44
-147,-42
-146,-41
-146,-39
-146,-39
-145,-38
-145,-38
-145,-36
-144,-34
-144,-33
-144,-32
-144,-32
-143,-31
-143,-29
-142,-28
-141,-27
-141,-27
-141,-27
-140,-27
-139,-26
-139,-26
-138,-26
-138,-26
-138,-26
-138,-26
-138,-27
-137,-29
-137,-30
-136,-32
-136,-32
-136,-34
-136,-35
-135,-37
-135,-38
-135,-39
-135,-40
-135,-40
-135,-41
-135,-42
-135,-43
-135,-44
-135,-44
-135,-45
-135,-46
-135,-48
-135,-49
-135,-50
-135,-50
-135,-51
-135,-52
-135,-53
-135,-54
-135,-55
-135,-56
-135,-56
-135,-56
-135,-57
-135,-58
-136,-59
-136,-60
-136,-61
-136,-62
-136,-62
-136,-62
-137,-63
-137,-64
-137,-65
-138,-66
-138,-67
-138,-68
-138,-68
-138,-69
-138,-70
-138,-71
-138,-72
-138,-73
-139,-74
-139,-74
-139,-74
-140,-75
-140,-76
-141,-77
-142,-77
-143,-78
-143,-79
-144,-79
-144,-79
-145,-79
-146,-79
-146,-80
-147,-80
-148,-80
-149,-80
-150,-80
-150,-80
-151,-80
-153,-80
-154,-80
-156,-80
-156,-80
-157,-80
-158,-79
-159,-79
-161,-79
-162,-79
-162,-79
-163,-78
-164,-78
-165,-78
-166,-77
-166,-77
-167,-77
-168,-76
-168,-76
-168,-76
-169,-75
-170,-75
-170,-75
-171,-75
-171,-74
-172,-74
-173,-74
-174,-74
-174,-74
-174,-74
-174,-74
-174,-74
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-174,-73
-175,-71
-175,-70
-175,-69
-174,-68
-174,-67
-173,-66
-171,-64
-170,-63
-170,-62
-169,-62
-169,-62
-168,-61
-168,-60
-168,-60
-168,-59
-168,-59
-167,-58
-167,-57
-166,-56
-166,-56
-165,-55
-164,-54
-163,-53
-163,-53
-162,-52
-162,-51
-161,-51
-160,-50
-159,-50
-158,-49
-156,-48
-156,-48
-155,-47
-154,-47
-153,-46
-152,-46
-151,-45
-151,-45
-150,-45
-150,-45
-150,-44
-149,-44
-149,-44
-149,-44
-149,-44
-149,-44
-149,-44
-149,-44
-149,-44
-149,-44
-149,-46
-149,-48
-149,-49
-149,-50
-149,-52
-150,-53
-150,-55
-150,-56
-150,-57
-150,-58
-150,-60
-150,-61
-150,-62
-150,-62
-150,-64
-150,-65
-150,-66
-151,-67
-151,-67
-151,-68
-151,-68
-152,-69
-152,-70
-152,-71
-152,-72
-152,-72
-152,-73
-152,-73
-152,-74
-152,-74
-152,-74
-152,-74
-153,-75
-153,-75
-153,-76
-153,-76
-153,-76
-153,-76
-153,-76
-153,-76
-153,-76
-153,-76
-152,-75
-152,-74
-151,-73
-150,-72
-150,-70
-150,-68
-150,-68
-149,-66
-148,-64
-148,-63
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-62
-147,-63
-147,-64
-147,-66
-147,-67
-147,-68
-147,-69
-147,-69
-147,-70
-147,-70
-147,-71
-147,-71
-147,-72
-148,-72
-148,-73
-148,-73
-148,-73
-148,-74
-149,-74
-149,-74
-149,-75
-149,-76
-149,-76
-149,-77
-149,-77
-149,-77
-149,-77
-149,-78
-149,-78
-149,-78
-149,-78
-149,-78
-149,-78
-149,-77
-148,-76
-148,-74
-147,-74
-146,-74
-145,-73
-144,-72
-144,-71
-143,-69
-141,-68
-140,-68
-139,-67
-138,-67
-138,-66
-137,-65
-136,-64
-135,-64
-135,-64
-134,-63
-133,-62
-132,-62
-132,-62
-132,-62
-131,-62
-131,-62
-130,-62
-130,-62
-130,-62
-130,-62
-130,-62
-130,-62
-129,-62
-129,-64
-128,-65
-128,-67
-128,-68
-127,-69
-127,-71
-127,-72
-127,-73
-127,-74
-127,-74
-127,-74
-127,-75
-127,-77
-127,-78
-127,-78
-127,-79
-127,-79
-127,-81
-127,-82
-128,-83
-128,-84
-128,-85
-128,-85
-128,-85
-128,-86
-128,-86
-128,-87
-128,-87
-128,-87
-128,-88
-129,-88
-129,-89
-129,-89
-129,-89
-129,-90
-129,-91
-129,-91
-130,-91
-130,-92
-130,-92
-130,-93
-131,-94
-132,-95
-132,-96
-133,-96
-134,-96
-134,-96
-135,-96
-135,-96
-135,-96
-135,-96
-135,-96
-135,-96
-135,-94
-134,-94
-133,-92
-132,-91
-131,-91
-130,-90
-129,-89
-127,-88
-126,-86
-125,-85
-123,-85
-122,-85
-121,-84
-120,-83
-118,-82
-117,-82
-115,-81
-115,-80
-114,-80
-113,-79
-113,-79
-112,-79
-112,-79
-112,-79
-111,-79
-111,-79
-111,-79
-111,-79
-111,-79
-111,-79
-111,-79
-111,-79
-111,-79
-111,-78
-111,-78
-111,-78
-111,-78
-111,-78
-111,-78
-111,-78
-111,-78
-111,-78
-111,-78
-111,-79
-111,-79
-111,-79
-111,-80
-111,-81
-111,-82
-111,-83
-111,-85
-111,-85
-111,-86
-112,-88
-112,-90
-113,-91
-113,-93
-113,-95
-114,-97
-114,-99
-114,-102
-114,-103
-114,-105
-113,-108
-113,-109
-112,-111
-112,-113
-111,-115
-110,-116
-109,-117
-108,-119
-107,-120
-106,-121
-105,-121
-104,-123
-103,-125
-101,-126
-99,-127
-97,-129
-96,-131
-93,-132
-91,-133
-90,-135
-88,-137
-86,-138
-84,-140
-82,-142
-80,-144
-78,-144
-77,-146
-74,-147
-72,-149
-69,-150
-68,-150
-65,-151
-62,-151
-59,-151
-56,-151
-54,-151
-52,-151
-50,-151
-48,-151
-44,-151
-40,-151
-37,-151
-35,-150
-32,-150
-31,-149
-28,-148
-27,-148
-26,-147
-26,-147
-26,-146
-25,-144
-23,-143
-22,-142
-21,-140
-21,-138
-20,-137
-19,-135
-17,-133
-16,-132
-16,-130
-15,-129
-15,-127
-14,-126
-14,-124
-13,-122
-12,-121
-12,-120
-11,-118
-11,-116
-10,-115
-10,-115
-9,-114
-9,-112
-9,-110
-8,-109
-8,-109
-8,-108
-7,-108
-7,-107
-7,-106
-6,-105
-6,-104
-6,-103
-5,-103
-5,-103
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-5,-102
-4,-102
-4,-103
-4,-104
-4,-105
-4,-107
-4,-108
-4,-109
-4,-110
-4,-111
-4,-113
-4,-114
-4,-115
-4,-116
-4,-118
-4,-119
-4,-121
-4,-122
-4,-123
-4,-125
-4,-126
-4,-127
-4,-129
-4,-131
-4,-132
-4,-133
-4,-134
-4,-136
-4,-137
-4,-138
-4,-138
-4,-140
-4,-141
-4,-143
-4,-144
-4,-144
-4,-146
-4,-147
-4,-148
-4,-149
-4,-150
-4,-150
-4,-152
-4,-153
-4,-154
-4,-155
-4,-156
-4,-156
-4,-156
-4,-157
-4,-158
-4,-159
-4,-160
-4,-161
-4,-162
-4,-162
-4,-163
-4,-163
-5,-164
-5,-165
-5,-166
-5,-167
-5,-168
-5,-168
-5,-168
-5,-169
-5,-170
-5,-171
-5,-171
-6,-172
-6,-172
-6,-172
-6,-173
-6,-173
-6,-173
-6,-174
-6,-174
-6,-174
-6,-174
-6,-174
-6,-174
-6,-174
-6,-175
-6,-175
-6,-175
-6,-175
-6,-175
-6,-176
-6,-176
-6,-177
-6,-177
-6,-178
-6,-178
-6,-179
-6,-179
-6,-179
-6,-179
-6,-180
-6,-181
-6,-182
-6,-183
-6,-184
-6,-185
-6,-185
-6,-186
